"Geography","Persons"
"Barrington (MD), Nova Scotia","6,597"
"Yarmouth (T), Nova Scotia","6,823"
"Antigonish, Subd. B (SC), Nova Scotia","6,388"
"Kentville (T), Nova Scotia","6,493"
"Pictou, Subd. B (SC), Nova Scotia","5,967"
"Pictou, Subd. A (SC), Nova Scotia","6,083"
"Annapolis, Subd. A (SC), Nova Scotia","5,814"
"Cumberland, Subd. C (SC), Nova Scotia","5,366"
"Kings, Subd. D (SC), Nova Scotia","5,280"
"Inverness, Subd. A (SC), Nova Scotia","5,124"
"Annapolis, Subd. C (SC), Nova Scotia","5,330"
"Census subdivisions with population under 5,000, Nova Scotia","109,719"
"Inverness, Subd. B (SC), Nova Scotia","4,947"
"Guysborough (MD), Nova Scotia","4,489"
"Annapolis, Subd. B (SC), Nova Scotia","4,705"
"Antigonish (T), Nova Scotia","4,684"
"Shelburne (MD), Nova Scotia","4,312"
"Wolfville (T), Nova Scotia","4,380"
"Stellarton (T), Nova Scotia","4,200"
"Cumberland, Subd. D (SC), Nova Scotia","4,085"
"Victoria, Subd. B (SC), Nova Scotia","4,008"
"Richmond, Subd. A (SC), Nova Scotia","3,762"
"Windsor (T), Nova Scotia","3,903"
"Westville (T), Nova Scotia","3,664"
"Colchester, Subd. A (SC), Nova Scotia","3,490"
"Eskasoni 3 (IRI), Nova Scotia","3,754"
"Port Hawkesbury (T), Nova Scotia","3,244"
"Inverness, Subd. C (SC), Nova Scotia","3,210"
"Pictou (T), Nova Scotia","3,237"
"Richmond, Subd. C (SC), Nova Scotia","3,141"
"Annapolis, Subd. D (SC), Nova Scotia","3,330"
"Victoria, Subd. A (SC), Nova Scotia","2,477"
"Berwick (T), Nova Scotia","2,468"
"Trenton (T), Nova Scotia","2,432"
"Lunenburg (T), Nova Scotia","2,227"
"St. Mary's (MD), Nova Scotia","2,169"
"Digby (T), Nova Scotia","2,105"
"Cumberland, Subd. A (SC), Nova Scotia","1,945"
"Middleton (T), Nova Scotia","1,969"
"Shelburne (T), Nova Scotia","1,602"
"Richmond, Subd. B (SC), Nova Scotia","1,660"
"Stewiacke (T), Nova Scotia","1,384"
"Parrsboro (T), Nova Scotia","1,100"
"Oxford (T), Nova Scotia","1,323"
"Indian Brook 14 (IRI), Nova Scotia","1,117"
"Mahone Bay (T), Nova Scotia","987"
"Membertou 28B (IRI), Nova Scotia","1,038"
"Millbrook 27 (IRI), Nova Scotia","922"
"Whycocomagh 2 (IRI), Nova Scotia","813"
"Clark's Harbour (T), Nova Scotia","750"
"Mulgrave (T), Nova Scotia","705"
"Wagmatcook 1 (IRI), Nova Scotia","538"
"Lockeport (T), Nova Scotia","529"
"Chapel Island 5 (IRI), Nova Scotia","512"
"Fisher's Grant 24 (IRI), Nova Scotia","473"
"Annapolis Royal (T), Nova Scotia","543"
"Pomquet And Afton 23 (IRI), Nova Scotia","380"
"Cole Harbour 30 (IRI), Nova Scotia","225"
"Yarmouth 33 (IRI), Nova Scotia","161"
"Cambridge 32 (IRI), Nova Scotia","147"
"Bear River (Part) 6 (IRI), Nova Scotia","140"
"Gold River 21 (IRI), Nova Scotia","98"
"Glooscap 35 (IRI), Nova Scotia","85"
"Wildcat 12 (IRI), Nova Scotia","29"
"Pennal 19 (IRI), Nova Scotia","27"
"Sheet Harbour 36 (IRI), Nova Scotia","30"
"Beaver Lake 17 (IRI), Nova Scotia","23"
"Bear River 6B (IRI), Nova Scotia","16"
"Ponhook Lake 10 (IRI), Nova Scotia","15"
"Wallace Hills 14A (IRI), Nova Scotia","10"
"Bear River (Part) 6 (IRI), Nova Scotia","0"
"New Ross 20 (IRI), Nova Scotia","0"
"Shubenacadie 13 (IRI), Nova Scotia","0"
"Merigomish Harbour 31 (IRI), Nova Scotia","0"
"New Brunswick","782,996"
"Census subdivisions with 5,000-plus population, New Brunswick","448,637"
"Moncton (C), New Brunswick","79,774"
"Saint John (C), New Brunswick","71,399"
"Fredericton (C), New Brunswick","64,536"
"Dieppe (C), New Brunswick","28,703"
"Riverview (TV), New Brunswick","20,469"
"Quispamsis (TV), New Brunswick","19,004"
"Miramichi (C), New Brunswick","17,941"
"Edmundston (C), New Brunswick","16,804"
"Tracadie (RGM), New Brunswick","16,267"
"Bathurst (C), New Brunswick","12,252"
"Rothesay (TV), New Brunswick","12,118"
"Moncton (P), New Brunswick","10,696"
"Oromocto (TV), New Brunswick","9,801"
"Lincoln (P), New Brunswick","7,649"
"Campbellton (C), New Brunswick","6,899"
"Shediac (TV), New Brunswick","7,490"
"Beaubassin East / Beaubassin-est (RCR), New Brunswick","6,903"
"Beresford (P), New Brunswick","6,337"
"Douglas (P), New Brunswick","6,655"
"Sackville (TV), New Brunswick","5,851"
"Grand Falls / Grand-Sault (TV), New Brunswick","5,260"
"Woodstock (TV), New Brunswick","5,545"
"Burton (P), New Brunswick","5,253"
"Grand Bay-Westfield (TV), New Brunswick","5,031"
"Census subdivisions with population under 5,000, New Brunswick","334,359"
"Saint Marys (P), New Brunswick","5,136"
"Shippagan (P), New Brunswick","4,684"
"Shediac (P), New Brunswick","5,142"
"Memramcook (VL), New Brunswick","4,988"
"Bathurst (P), New Brunswick","4,811"
"Hanwell (RCR), New Brunswick","5,070"
"Coverdale (P), New Brunswick","4,639"
"St. Stephen (TV), New Brunswick","4,544"
"Beresford (TV), New Brunswick","4,348"
"Hampton (TV), New Brunswick","4,395"
"Sussex (TV), New Brunswick","4,425"
"Caraquet (TV), New Brunswick","4,205"
"New Maryland (VL), New Brunswick","4,215"
"Dundas (P), New Brunswick","4,081"
"Simonds (P), New Brunswick","3,893"
"Alnwick (P), New Brunswick","3,677"
"Atholville (VL), New Brunswick","3,570"
"Studholm (P), New Brunswick","3,636"
"Salisbury (P), New Brunswick","3,434"
"Bright (P), New Brunswick","3,544"
"Dalhousie (TV), New Brunswick","3,070"
"Wellington (P), New Brunswick","3,192"
"Kingston (P), New Brunswick","3,006"
"Kingsclear (P), New Brunswick","3,042"
"Hampton (P), New Brunswick","2,901"
"Wakefield (P), New Brunswick","2,847"
"Cocagne (RCR), New Brunswick","2,741"
"New Maryland (P), New Brunswick","2,763"
"Shippagan (TV), New Brunswick","2,637"
"Sussex (P), New Brunswick","2,539"
"Cap-Pelé (VL), New Brunswick","2,674"
"Inkerman (P), New Brunswick","2,358"
"Grand Manan (VL), New Brunswick","2,506"
"Bouctouche (TV), New Brunswick","2,443"
"Saint George (P), New Brunswick","2,378"
"Paquetville (P), New Brunswick","2,343"
"Minto (VL), New Brunswick","2,221"
"Salisbury (VL), New Brunswick","2,372"
"Northesk (P), New Brunswick","2,208"
"Upper Miramichi (RCR), New Brunswick","2,141"
"Hardwicke (P), New Brunswick","2,115"
"Saint-Quentin (TV), New Brunswick","2,169"
"Woodstock (P), New Brunswick","2,242"
"Pennfield (P), New Brunswick","2,196"
"Drummond (P), New Brunswick","2,157"
"Kent (P), New Brunswick","2,118"
"Blackville (P), New Brunswick","2,046"
"Allardville (P), New Brunswick","2,037"
"Saint-Charles (P), New Brunswick","1,995"
"Saint Mary (P), New Brunswick","2,105"
"Kedgwick (RCR), New Brunswick","1,937"
"Westfield (P), New Brunswick","2,039"
"Richibucto 15 (IRI), New Brunswick","2,043"
"Eel River Crossing (VL), New Brunswick","1,903"
"Petit-Rocher (VL), New Brunswick","1,965"
"Richibucto (P), New Brunswick","1,963"
"Maugerville (P), New Brunswick","1,864"
"Saint Stephen (P), New Brunswick","1,868"
"Saint-Louis (P), New Brunswick","1,866"
"Saint Andrews (TV), New Brunswick","1,940"
"Manners Sutton (P), New Brunswick","1,913"
"Brighton (P), New Brunswick","1,784"
"Saint-Antoine (VL), New Brunswick","1,814"
"Northampton (P), New Brunswick","1,772"
"Wicklow (P), New Brunswick","1,685"
"Southesk (P), New Brunswick","1,692"
"Neguac (VL), New Brunswick","1,784"
"Balmoral (VL), New Brunswick","1,676"
"Florenceville-Bristol (TV), New Brunswick","1,648"
"Saint-Jacques (P), New Brunswick","1,597"
"Perth-Andover (VL), New Brunswick","1,560"
"Glenelg (P), New Brunswick","1,545"
"Saint-Joseph (P), New Brunswick","1,559"
"Saint-Quentin (P), New Brunswick","1,590"
"Saint David (P), New Brunswick","1,564"
"Springfield (P), New Brunswick","1,573"
"St. George (TV), New Brunswick","1,568"
"Gordon (P), New Brunswick","1,480"
"Southampton (P), New Brunswick","1,596"
"Denmark (P), New Brunswick","1,463"
"Sussex Corner (VL), New Brunswick","1,505"
"Belledune (VL), New Brunswick","1,312"
"Norton (VL), New Brunswick","1,428"
"Petitcodiac (VL), New Brunswick","1,451"
"Saint-Isidore (P), New Brunswick","1,343"
"Cardwell (P), New Brunswick","1,351"
"Weldford (P), New Brunswick","1,387"
"Caraquet (P), New Brunswick","1,298"
"Hillsborough (P), New Brunswick","1,358"
"Richmond (P), New Brunswick","1,339"
"Charlo (VL), New Brunswick","1,298"
"Bas-Caraquet (VL), New Brunswick","1,285"
"Norton (P), New Brunswick","1,313"
"Saint-Léonard (TV), New Brunswick","1,323"
"Lamèque (TV), New Brunswick","1,283"
"Upham (P), New Brunswick","1,310"
"Hillsborough (VL), New Brunswick","1,305"
"Richibucto (TV), New Brunswick","1,320"
"New Bandon (P), New Brunswick","1,217"
"Musquash (P), New Brunswick","1,202"
"Peel (P), New Brunswick","1,230"
"Saint James (P), New Brunswick","1,218"
"Sackville (P), New Brunswick","1,185"
"Esgenoôpetitj 14 (IRI), New Brunswick","1,283"
"Queensbury (P), New Brunswick","1,266"
"Bertrand (VL), New Brunswick","1,139"
"Rogersville (VL), New Brunswick","1,154"
"McAdam (VL), New Brunswick","1,188"
"Newcastle (P), New Brunswick","1,144"
"Saint Martins (P), New Brunswick","1,190"
"Saint-André (P), New Brunswick","1,114"
"Dorchester (VL), New Brunswick","1,227"
"Grand Falls (P), New Brunswick","1,044"
"Rogersville (P), New Brunswick","1,092"
"Chipman (VL), New Brunswick","1,090"
"Perth (P), New Brunswick","1,072"
"Durham (P), New Brunswick","1,066"
"Dalhousie (P), New Brunswick","1,091"
"Havelock (P), New Brunswick","1,095"
"Botsford (P), New Brunswick","1,129"
"Greenwich (P), New Brunswick","1,092"
"Devon 30 (IRI), New Brunswick","1,124"
"Wilmot (P), New Brunswick","997"
"Plaster Rock (VL), New Brunswick","1,014"
"Saint-Léonard (P), New Brunswick","988"
"Derby (P), New Brunswick","980"
"Tobique 20 (IRI), New Brunswick","966"
"Nigadoo (VL), New Brunswick","932"
"Nelson (P), New Brunswick","950"
"Sainte-Anne (P), New Brunswick","976"
"Sainte-Anne-de-Madawaska (VL), New Brunswick","967"
"Blackville (VL), New Brunswick","964"
"Hartland (TV), New Brunswick","994"
"Nackawic (TV), New Brunswick","1,008"
"Tide Head (VL), New Brunswick","923"
"Prince William (P), New Brunswick","963"
"Canning (P), New Brunswick","911"
"Chipman (P), New Brunswick","901"
"Westmorland (P), New Brunswick","915"
"Blacks Harbour (VL), New Brunswick","916"
"Grande-Anse (VL), New Brunswick","897"
"Elgin (P), New Brunswick","958"
"Andover (P), New Brunswick","895"
"Pointe-Verte (VL), New Brunswick","867"
"Sainte-Marie-Saint-Raphaël (VL), New Brunswick","832"
"Campobello Island (RCR), New Brunswick","860"
"Saint-Louis de Kent (VL), New Brunswick","931"
"Waterborough (P), New Brunswick","833"
"Saint-Paul (P), New Brunswick","852"
"Stanley (P), New Brunswick","826"
"Rexton (VL), New Brunswick","914"
"Blissville (P), New Brunswick","796"
"Sheffield (P), New Brunswick","881"
"West Isles (P), New Brunswick","714"
"Le Goulet (VL), New Brunswick","771"
"Doaktown (VL), New Brunswick","773"
"Aberdeen (P), New Brunswick","801"
"Clair (VL), New Brunswick","787"
"Saint-André (RCR), New Brunswick","781"
"Saint-Isidore (VL), New Brunswick","768"
"Drummond (VL), New Brunswick","733"
"Rivière-Verte (VL), New Brunswick","779"
"Paquetville (VL), New Brunswick","722"
"Rivière-Verte (P), New Brunswick","716"
"Acadieville (P), New Brunswick","729"
"Gagetown (VL), New Brunswick","728"
"Carleton (P), New Brunswick","735"
"Lepreau (P), New Brunswick","716"
"Fredericton Junction (VL), New Brunswick","690"
"Saint Patrick (P), New Brunswick","704"
"Lac Baker (VL), New Brunswick","678"
"Petersville (P), New Brunswick","675"
"Eldon (P), New Brunswick","667"
"Saint Croix (P), New Brunswick","672"
"Addington (P), New Brunswick","652"
"Cambridge (P), New Brunswick","653"
"Hopewell (P), New Brunswick","670"
"Saint-Léolin (VL), New Brunswick","612"
"Northfield (P), New Brunswick","617"
"Tracy (VL), New Brunswick","617"
"Saint-François (P), New Brunswick","614"
"Saint-Basile (P), New Brunswick","600"
"Dufferin (P), New Brunswick","587"
"Baker-Brook (VL), New Brunswick","560"
"Johnston (P), New Brunswick","551"
"Cambridge-Narrows (VL), New Brunswick","550"
"Saint Andrews (P), New Brunswick","566"
"Centreville (VL), New Brunswick","544"
"Eel Ground 2 (IRI), New Brunswick","528"
"Canterbury (P), New Brunswick","558"
"Chatham (P), New Brunswick","523"
"Kingsclear 6 (IRI), New Brunswick","483"
"Maisonnette (VL), New Brunswick","494"
"Saint-Hilaire (P), New Brunswick","480"
"Simonds (P), New Brunswick","485"
"Saint-François de Madawaska (VL), New Brunswick","457"
"Bath (VL), New Brunswick","456"
"Waterford (P), New Brunswick","483"
"Lorne (P), New Brunswick","458"
"Gladstone (P), New Brunswick","475"
"Blissfield (P), New Brunswick","454"
"Dorchester (P), New Brunswick","473"
"Wickham (P), New Brunswick","392"
"Stanley (VL), New Brunswick","416"
"Port Elgin (VL), New Brunswick","393"
"Harvey (VL), New Brunswick","385"
"Dumfries (P), New Brunswick","365"
"Riverside-Albert (VL), New Brunswick","361"
"Harcourt (P), New Brunswick","358"
"Canterbury (VL), New Brunswick","358"
"Dumbarton (P), New Brunswick","342"
"Harvey (P), New Brunswick","344"
"Woodstock 23 (IRI), New Brunswick","359"
"Eel River 3 (IRI), New Brunswick","360"
"Rothesay (P), New Brunswick","353"
"Kars (P), New Brunswick","335"
"Gagetown (P), New Brunswick","303"
"Red Bank 4 (IRI), New Brunswick","313"
"Aroostook (VL), New Brunswick","305"
"Oromocto 26 (IRI), New Brunswick","298"
"Clair (P), New Brunswick","283"
"Balmoral (P), New Brunswick","277"
"Notre-Dame-de-Lourdes (P), New Brunswick","275"
"St. Martins (VL), New Brunswick","288"
"Hampstead (P), New Brunswick","299"
"Baker Brook (P), New Brunswick","263"
"Millville (VL), New Brunswick","293"
"St. Hilaire (VL), New Brunswick","283"
"Hammond (P), New Brunswick","259"
"North Lake (P), New Brunswick","248"
"Colborne (P), New Brunswick","226"
"Meductic (VL), New Brunswick","231"
"St. Basile 10 (IRI), New Brunswick","217"
"Alma (VL), New Brunswick","222"
"Brunswick (P), New Brunswick","201"
"Grand Manan (P), New Brunswick","148"
"Indian Island 28 (IRI), New Brunswick","143"
"Pabineau 11 (IRI), New Brunswick","136"
"Buctouche 16 (IRI), New Brunswick","101"
"Indian Ranch (IRI), New Brunswick","89"
"McAdam (P), New Brunswick","78"
"Clarendon (P), New Brunswick","64"
"Big Hole Tract 8 (South Half) (IRI), New Brunswick","49"
"Fort Folly 1 (IRI), New Brunswick","44"
"Huskisson (P), New Brunswick","15"
"Tabusintac 9 (IRI), New Brunswick","10"
"Madawaska (P), New Brunswick","10"
"Alma (P), New Brunswick","5"
"Lac-Baker (P), New Brunswick","5"
"Quebec","8,576,595"
"Census subdivisions with 5,000-plus population, Quebec","7,255,452"
"Montréal (V), Quebec","1,823,336"
"Québec (V), Quebec","550,171"
"Laval (V), Quebec","442,574"
"Gatineau (V), Quebec","289,996"
"Longueuil (V), Quebec","252,938"
"Sherbrooke (V), Quebec","171,036"
"Saguenay (V), Quebec","147,372"
"Lévis (V), Quebec","150,011"
"Trois-Rivières (V), Quebec","140,452"
"Terrebonne (V), Quebec","119,477"
"Saint-Jean-sur-Richelieu (V), Quebec","98,903"
"Brossard (V), Quebec","90,531"
"Repentigny (V), Quebec","86,509"
"Drummondville (V), Quebec","79,367"
"Saint-Jérôme (V), Quebec","79,784"
"Granby (V), Quebec","69,379"
"Blainville (V), Quebec","61,601"
"Saint-Hyacinthe (V), Quebec","57,405"
"Mirabel (V), Quebec","59,641"
"Shawinigan (V), Quebec","49,854"
"Dollard-Des Ormeaux (V), Quebec","50,332"
"Rimouski (V), Quebec","49,677"
"Châteauguay (V), Quebec","50,584"
"Mascouche (V), Quebec","50,508"
"Victoriaville (V), Quebec","47,817"
"Saint-Eustache (V), Quebec","45,532"
"Rouyn-Noranda (V), Quebec","43,098"
"Boucherville (V), Quebec","42,706"
"Salaberry-de-Valleyfield (V), Quebec","42,979"
"Vaudreuil-Dorion (V), Quebec","42,044"
"Sorel-Tracy (V), Quebec","35,191"
"Val-d'Or (V), Quebec","33,071"
"Saint-Georges (V), Quebec","33,564"
"Côte-Saint-Luc (V), Quebec","35,175"
"Pointe-Claire (V), Quebec","33,736"
"Alma (V), Quebec","30,951"
"Sainte-Julie (V), Quebec","30,435"
"Chambly (V), Quebec","31,443"
"Saint-Constant (V), Quebec","29,867"
"Boisbriand (V), Quebec","27,326"
"Magog (V), Quebec","27,592"
"Saint-Bruno-de-Montarville (V), Quebec","26,976"
"Sainte-Thérèse (V), Quebec","26,402"
"Sept-Îles (V), Quebec","25,077"
"Thetford Mines (V), Quebec","25,739"
"La Prairie (V), Quebec","26,448"
"L'Assomption (V), Quebec","23,648"
"Beloeil (V), Quebec","24,459"
"Saint-Lambert (V), Quebec","22,651"
"Baie-Comeau (V), Quebec","20,926"
"Varennes (V), Quebec","21,513"
"Candiac (V), Quebec","22,783"
"Saint-Lin--Laurentides (V), Quebec","23,315"
"Joliette (V), Quebec","21,585"
"Westmount (V), Quebec","21,118"
"Mont-Royal (V), Quebec","21,831"
"Kirkland (V), Quebec","20,053"
"Saint-Lazare (V), Quebec","22,009"
"Rivière-du-Loup (V), Quebec","20,069"
"Beaconsfield (V), Quebec","19,940"
"Dorval (V), Quebec","19,900"
"Saint-Augustin-de-Desmaures (V), Quebec","19,650"
"Mont-Saint-Hilaire (V), Quebec","19,174"
"Sainte-Marthe-sur-le-Lac (V), Quebec","19,632"
"Deux-Montagnes (V), Quebec","18,054"
"Saint-Basile-le-Grand (V), Quebec","17,371"
"Sainte-Catherine (V), Quebec","17,397"
"L'Ancienne-Lorette (V), Quebec","16,765"
"Saint-Colomban (V), Quebec","17,583"
"Sainte-Sophie (MÉ), Quebec","17,708"
"Pincourt (V), Quebec","15,096"
"Gaspé (V), Quebec","14,987"
"Sainte-Anne-des-Plaines (V), Quebec","15,391"
"Matane (V), Quebec","14,100"
"Dolbeau-Mistassini (V), Quebec","14,015"
"Mont-Laurier (V), Quebec","14,223"
"Rosemère (V), Quebec","14,167"
"Saint-Charles-Borromée (MÉ), Quebec","14,690"
"Cowansville (V), Quebec","15,066"
"Lavaltrie (V), Quebec","14,478"
"Sainte-Marie (V), Quebec","13,209"
"Mercier (V), Quebec","14,644"
"Bécancour (V), Quebec","13,866"
"Prévost (V), Quebec","13,646"
"Sainte-Adèle (V), Quebec","13,876"
"Beauharnois (V), Quebec","13,451"
"Lachute (V), Quebec","13,676"
"Amos (V), Quebec","12,747"
"Saint-Amable (MÉ), Quebec","13,156"
"Les Îles-de-la-Madeleine (MÉ), Quebec","12,306"
"Val-des-Monts (MÉ), Quebec","12,530"
